fips,county_name,state,population,land_area_sq_mi,population_density_per_sq_mi
01001,Autauga County,AL,61920,594.46,104.16
01003,Baldwin County,AL,267761,1589.94,168.41
01005,Barbour County,AL,24607,885.01,27.8
01007,Bibb County,AL,22262,622.47,35.76
01009,Blount County,AL,60156,644.9,93.28
01011,Bullock County,AL,9780,622.82,15.7
01013,Butler County,AL,18100,776.84,23.3
01015,Calhoun County,AL,115834,605.89,191.18
01017,Chambers County,AL,34253,596.56,57.42
01019,Cherokee County,AL,26413,553.62,47.71
01021,Chilton County,AL,47708,692.84,68.86
01023,Choctaw County,AL,11904,913.48,13.03
01025,Clarke County,AL,22014,1238.42,17.78
01027,Clay County,AL,14207,603.96,23.52
01029,Cleburne County,AL,15970,560.13,28.51
01031,Coffee County,AL,56953,679.07,83.87
01033,Colbert County,AL,59474,592.95,100.3
01035,Conecuh County,AL,10899,850.28,12.82
01037,Coosa County,AL,10161,650.91,15.61
01039,Covington County,AL,37947,1030.57,36.82
01041,Crenshaw County,AL,13175,608.87,21.64
01043,Cullman County,AL,94009,734.75,127.95
01045,Dale County,AL,49912,561.11,88.95
01047,Dallas County,AL,35140,978.74,35.9
01049,DeKalb County,AL,74085,777.08,95.34
01051,Elmore County,AL,91577,618.52,148.06
01053,Escambia County,AL,36665,945.41,38.78
01055,Etowah County,AL,103886,535.14,194.13
01057,Fayette County,AL,15872,627.68,25.29
01059,Franklin County,AL,32449,633.96,51.18
01061,Geneva County,AL,27554,574.49,47.96
01063,Greene County,AL,7067,647.02,10.92
01065,Hale County,AL,15194,643.99,23.59
01067,Henry County,AL,18394,561.93,32.73
01069,Houston County,AL,110318,579.83,190.26
01071,Jackson County,AL,54281,1078.01,50.35
01073,Jefferson County,AL,665742,1111.57,598.92
01075,Lamar County,AL,13587,604.78,22.47
01077,Lauderdale County,AL,97135,668.05,145.4
01079,Lawrence County,AL,33843,690.68,49.0
01081,Lee County,AL,189881,607.56,312.53
01083,Limestone County,AL,122928,563.4,218.19
01085,Lowndes County,AL,9359,716.09,13.07
01087,Macon County,AL,18132,608.66,29.79
01089,Madison County,AL,433516,801.62,540.8
01091,Marengo County,AL,18311,976.9,18.74
01093,Marion County,AL,29097,742.34,39.2
01095,Marshall County,AL,103537,565.85,182.97
01097,Mobile County,AL,411658,1229.38,334.85
01099,Monroe County,AL,18965,1025.67,18.49
01101,Montgomery County,AL,225891,785.36,287.63
01103,Morgan County,AL,126483,579.68,218.2
01105,Perry County,AL,7425,719.67,10.32
01107,Pickens County,AL,18221,881.39,20.67
01109,Pike County,AL,33688,672.07,50.13
01111,Randolph County,AL,23163,580.55,39.9
01113,Russell County,AL,58898,641.18,91.86
01115,St. Clair County,AL,98206,631.61,155.49
01117,Shelby County,AL,238552,785.46,303.71
01119,Sumter County,AL,11588,903.83,12.82
01121,Talladega County,AL,81603,736.82,110.75
01123,Tallapoosa County,AL,40953,716.54,57.15
01125,Tuscaloosa County,AL,241368,1320.86,182.74
01127,Walker County,AL,65140,791.06,82.35
01129,Washington County,AL,14822,1080.26,13.72
01131,Wilcox County,AL,9666,887.86,10.89
01133,Winston County,AL,23829,613.0,38.87
02013,Aleutians East Borough,AK,3479,6985.38,0.5
02016,Aleutians West Census Area,AK,5240,4387.37,1.19
02020,Anchorage Municipality,AK,287155,1706.8,168.24
02050,Bethel Census Area,AK,18391,40654.88,0.45
02060,Bristol Bay Borough,AK,847,481.38,1.76
02063,Chugach Census Area,AK,6553,9574.35,0.68
02066,Copper River Census Area,AK,2666,24647.36,0.11
02068,Denali Borough,AK,1616,12639.75,0.13
02070,Dillingham Census Area,AK,4483,18353.19,0.24
02090,Fairbanks North Star Borough,AK,93972,7334.99,12.81
02100,Haines Borough,AK,2068,2334.93,0.89
02105,Hoonah-Angoon Census Area,AK,2271,6559.73,0.35
02110,Juneau City and Borough,AK,31609,2702.92,11.69
02122,Kenai Peninsula Borough,AK,61951,16017.65,3.87
02130,Ketchikan Gateway Borough,AK,13549,4857.09,2.79
02150,Kodiak Island Borough,AK,12387,6689.49,1.85
02158,Kusilvak Census Area,AK,7932,17151.47,0.46
02164,Lake and Peninsula Borough,AK,1357,23896.58,0.06
02170,Matanuska-Susitna Borough,AK,118666,24707.12,4.8
02180,Nome Census Area,AK,9830,22969.82,0.43
02185,North Slope Borough,AK,10582,88792.78,0.12
02188,Northwest Arctic Borough,AK,7095,35671.7,0.2
02195,Petersburg Borough,AK,3394,2900.89,1.17
02198,Prince of Wales-Hyder Census Area,AK,5777,5268.08,1.1
02220,Sitka City and Borough,AK,8319,2870.2,2.9
02230,Skagway Municipality,AK,1104,442.93,2.49
02240,Southeast Fairbanks Census Area,AK,7270,24839.23,0.29
02275,Wrangell City and Borough,AK,2007,2556.11,0.79
02282,Yakutat City and Borough,AK,672,7628.41,0.09
02290,Yukon-Koyukuk Census Area,AK,5028,145767.49,0.03
04001,Apache County,AZ,64445,11198.31,5.75
04003,Cochise County,AZ,126332,6209.87,20.34
04005,Coconino County,AZ,144368,18616.37,7.75
04007,Gila County,AZ,53801,4757.58,11.31
04009,Graham County,AZ,40157,4621.88,8.69
04011,Greenlee County,AZ,9312,1842.84,5.05
04012,La Paz County,AZ,16711,4496.58,3.72
04013,Maricopa County,AZ,4689558,9202.02,509.62
04015,Mohave County,AZ,228102,13332.12,17.11
04017,Navajo County,AZ,109946,9949.5,11.05
04019,Pima County,AZ,1074685,9188.69,116.96
04021,Pinal County,AZ,539380,5366.68,100.51
04023,Santa Cruz County,AZ,50020,1236.26,40.46
04025,Yavapai County,AZ,252552,8122.93,31.09
04027,Yuma County,AZ,224449,5513.82,40.71
05001,Arkansas County,AR,15836,992.14,15.96
05003,Ashley County,AR,17831,925.49,19.27
05005,Baxter County,AR,42982,553.93,77.59
05007,Benton County,AR,332554,847.74,392.28
05009,Boone County,AR,38628,589.72,65.5
05011,Bradley County,AR,9828,649.17,15.14
05013,Calhoun County,AR,4632,628.6,7.37
05015,Carroll County,AR,29263,629.93,46.45
05017,Chicot County,AR,9107,636.98,14.3
05019,Clark County,AR,20938,865.97,24.18
05021,Clay County,AR,14052,639.22,21.98
05023,Cleburne County,AR,25672,553.96,46.34
05025,Cleveland County,AR,7224,597.91,12.08
05027,Columbia County,AR,21894,766.07,28.58
05029,Conway County,AR,21393,551.95,38.76
05031,Craighead County,AR,116957,707.17,165.39
05033,Crawford County,AR,62657,595.27,105.26
05035,Crittenden County,AR,46210,611.81,75.53
05037,Cross County,AR,16186,616.32,26.26
05039,Dallas County,AR,6011,667.32,9.01
05041,Desha County,AR,9984,741.23,13.47
05043,Drew County,AR,17054,828.67,20.58
05045,Faulkner County,AR,133979,647.25,207.0
05047,Franklin County,AR,17725,608.97,29.11
05049,Fulton County,AR,12492,617.99,20.21
05051,Garland County,AR,99695,677.62,147.13
05053,Grant County,AR,18756,631.89,29.68
05055,Greene County,AR,47411,577.35,82.12
05057,Hempstead County,AR,19080,727.2,26.24
05059,Hot Spring County,AR,33451,614.94,54.4
05061,Howard County,AR,12306,587.33,20.95
05063,Independence County,AR,38785,763.71,50.78
05065,Izard County,AR,14405,580.2,24.83
05067,Jackson County,AR,16741,633.61,26.42
05069,Jefferson County,AR,62987,872.35,72.2
05071,Johnson County,AR,26225,660.99,39.68
05073,Lafayette County,AR,5888,529.47,11.12
05075,Lawrence County,AR,16273,587.53,27.7
05077,Lee County,AR,8029,599.81,13.39
05079,Lincoln County,AR,12764,559.47,22.81
05081,Little River County,AR,11763,531.25,22.14
05083,Logan County,AR,21633,709.12,30.51
05085,Lonoke County,AR,76664,771.72,99.34
05087,Madison County,AR,18410,834.24,22.07
05089,Marion County,AR,17593,596.6,29.49
05091,Miller County,AR,42357,624.04,67.88
05093,Mississippi County,AR,37828,902.09,41.93
05095,Monroe County,AR,6244,607.46,10.28
05097,Montgomery County,AR,8579,780.45,10.99
05099,Nevada County,AR,7942,617.79,12.86
05101,Newton County,AR,7026,821.08,8.56
05103,Ouachita County,AR,21731,732.72,29.66
05105,Perry County,AR,10309,551.34,18.7
05107,Phillips County,AR,14255,690.36,20.65
05109,Pike County,AR,9964,600.34,16.6
05111,Poinsett County,AR,22483,758.29,29.65
05113,Polk County,AR,19486,856.84,22.74
05115,Pope County,AR,64976,810.95,80.12
05117,Prairie County,AR,7923,647.52,12.24
05119,Pulaski County,AR,404611,758.37,533.53
05121,Randolph County,AR,18876,651.91,28.95
05123,St. Francis County,AR,21800,634.78,34.34
05125,Saline County,AR,133288,723.52,184.22
05127,Scott County,AR,9965,892.85,11.16
05129,Searcy County,AR,7848,665.88,11.79
05131,Sebastian County,AR,130641,531.18,245.94
05133,Sevier County,AR,15758,563.57,27.96
05135,Sharp County,AR,18122,604.64,29.97
05137,Stone County,AR,12703,606.44,20.95
05139,Union County,AR,36926,1039.07,35.54
05141,Van Buren County,AR,16238,709.57,22.88
05143,Washington County,AR,271213,941.47,288.08
05145,White County,AR,80085,1033.97,77.45
05147,Woodruff County,AR,5710,585.97,9.74
05149,Yell County,AR,19956,930.39,21.45
06001,Alameda County,CA,1636630,737.46,2219.28
06003,Alpine County,CA,1043,738.34,1.41
06005,Amador County,CA,41876,594.59,70.43
06007,Butte County,CA,209211,1636.51,127.84
06009,Calaveras County,CA,46605,1020.02,45.69
06011,Colusa County,CA,21836,1150.64,18.98
06013,Contra Costa County,CA,1170070,716.9,1632.12
06015,Del Norte County,CA,26410,1006.2,26.25
06017,El Dorado County,CA,192323,1707.84,112.61
06019,Fresno County,CA,1035456,5958.58,173.78
06021,Glenn County,CA,28141,1313.94,21.42
06023,Humboldt County,CA,131647,3568.03,36.9
06025,Imperial County,CA,181411,4175.45,43.45
06027,Inyo County,CA,18158,10197.26,1.78
06029,Kern County,CA,927068,8134.67,113.96
06031,Kings County,CA,154327,1390.97,110.95
06033,Lake County,CA,67772,1255.1,54.0
06035,Lassen County,CA,28117,4541.37,6.19
06037,Los Angeles County,CA,9694934,4060.29,2387.74
06039,Madera County,CA,167927,2136.71,78.59
06041,Marin County,CA,253694,520.14,487.74
06043,Mariposa County,CA,16918,1448.84,11.68
06045,Mendocino County,CA,88122,3506.81,25.13
06047,Merced County,CA,297260,1938.02,153.38
06049,Modoc County,CA,8426,3948.23,2.13
06051,Mono County,CA,12505,3048.9,4.1
06053,Monterey County,CA,433729,3281.72,132.17
06055,Napa County,CA,132949,751.98,176.8
06057,Nevada County,CA,101911,957.76,106.41
06059,Orange County,CA,3149507,793.25,3970.39
06061,Placer County,CA,442081,1407.4,314.11
06063,Plumas County,CA,18583,2553.06,7.28
06065,Riverside County,CA,2544916,7209.02,353.02
06067,Sacramento County,CA,1618460,965.38,1676.5
06069,San Benito County,CA,70082,1388.65,50.47
06071,San Bernardino County,CA,2224091,20068.42,110.83
06073,San Diego County,CA,3282248,4210.88,779.47
06075,San Francisco County,CA,826079,46.69,17694.74
06077,San Joaquin County,CA,823815,1392.3,591.69
06079,San Luis Obispo County,CA,282367,3300.84,85.54
06081,San Mateo County,CA,743568,448.6,1657.52
06083,Santa Barbara County,CA,442065,2733.94,161.7
06085,Santa Clara County,CA,1914391,1291.08,1482.78
06087,Santa Cruz County,CA,258852,445.11,581.55
06089,Shasta County,CA,181648,3775.65,48.11
06091,Sierra County,CA,3098,953.17,3.25
06093,Siskiyou County,CA,42013,6278.77,6.69
06095,Solano County,CA,455376,821.74,554.16
06097,Sonoma County,CA,486444,1575.34,308.79
06099,Stanislaus County,CA,557719,1496.15,372.77
06101,Sutter County,CA,98787,602.7,163.91
06103,Tehama County,CA,64665,2949.14,21.93
06105,Trinity County,CA,15720,3179.27,4.94
06107,Tulare County,CA,485146,4823.9,100.57
06109,Tuolumne County,CA,53160,2220.91,23.94
06111,Ventura County,CA,830851,1840.78,451.36
06113,Yolo County,CA,224410,1012.99,221.53
06115,Yuba County,CA,88691,632.01,140.33
08001,Adams County,CO,554668,1166.8,475.38
08003,Alamosa County,CO,16688,722.64,23.09
08005,Arapahoe County,CO,673820,797.89,844.51
08007,Archuleta County,CO,14306,1350.09,10.6
08009,Baca County,CO,3347,2554.99,1.31
08011,Bent County,CO,5716,1512.85,3.78
08013,Boulder County,CO,328560,726.42,452.3
08014,Broomfield County,CO,79174,32.97,2401.61
08015,Chaffee County,CO,20831,1013.41,20.56
08017,Cheyenne County,CO,1713,1778.28,0.96
08019,Clear Creek County,CO,8994,395.07,22.77
08021,Conejos County,CO,7529,1287.43,5.85
08023,Costilla County,CO,3679,1227.59,3.0
08025,Crowley County,CO,5677,787.43,7.21
08027,Custer County,CO,5590,738.63,7.57
08029,Delta County,CO,32178,1142.13,28.17
08031,Denver County,CO,740613,153.07,4838.27
08033,Dolores County,CO,2466,1067.17,2.31
08035,Douglas County,CO,399396,840.89,474.97
08037,Eagle County,CO,54291,1684.47,32.23
08039,Elbert County,CO,30534,1850.09,16.5
08041,El Paso County,CO,757040,2126.42,356.02
08043,Fremont County,CO,50039,1533.84,32.62
08045,Garfield County,CO,63474,2947.43,21.54
08047,Gilpin County,CO,6073,150.02,40.48
08049,Grand County,CO,16496,1846.58,8.93
08051,Gunnison County,CO,17439,3239.14,5.38
08053,Hinsdale County,CO,753,1117.23,0.67
08055,Huerfano County,CO,7011,1591.03,4.41
08057,Jackson County,CO,1211,1613.73,0.75
08059,Jefferson County,CO,580451,764.42,759.33
08061,Kiowa County,CO,1412,1767.81,0.8
08063,Kit Carson County,CO,7069,2160.82,3.27
08065,Lake County,CO,7552,376.92,20.04
08067,La Plata County,CO,56898,1689.68,33.67
08069,Larimer County,CO,377292,2595.74,145.35
08071,Las Animas County,CO,14391,4772.94,3.02
08073,Lincoln County,CO,5645,2577.73,2.19
08075,Logan County,CO,20654,1838.6,11.23
08077,Mesa County,CO,162845,3328.72,48.92
08079,Mineral County,CO,910,875.76,1.04
08081,Moffat County,CO,13122,4743.24,2.77
08083,Montezuma County,CO,26678,2029.35,13.15
08085,Montrose County,CO,44591,2240.95,19.9
08087,Morgan County,CO,30306,1280.49,23.67
08089,Otero County,CO,17683,1261.95,14.01
08091,Ouray County,CO,5265,540.67,9.74
08093,Park County,CO,18314,2193.51,8.35
08095,Phillips County,CO,4420,687.93,6.43
08097,Pitkin County,CO,16625,970.7,17.13
08099,Prowers County,CO,11884,1638.41,7.25
08101,Pueblo County,CO,169277,2386.55,70.93
08103,Rio Blanco County,CO,6683,3220.97,2.07
08105,Rio Grande County,CO,11087,911.96,12.16
08107,Routt County,CO,25329,2362.02,10.72
08109,Saguache County,CO,6732,3168.57,2.12
08111,San Juan County,CO,813,387.52,2.1
08113,San Miguel County,CO,7753,1286.72,6.03
